profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p07806,2022,3055,0.3535741270199031,68,male,white,not hispanic,high school,"$12,500 to $14,999",1,lower class,west,central city of the remainder of the 100 largest smsas,strong republican,"moderate, middle of the road",inter-nondenominational,no,strong,a great deal
p07807,2024,990,0.30550882222486614,75,female,white,not hispanic,bachelor's,"$15,000 to $17,499",NA,working class,south,NA,not very strong republican,"moderate, middle of the road",catholic,no,NA,only some
p07808,2021,4370,0.5016386260122626,59,female,white,not hispanic,high school,"$25,000 to $29,999",1,middle class,northeast,"other rural (counties having no towns of 10,000 or more)",strong republican,extremely conservative,protestant,NA,NA,NA
p07809,2021,706,0.28220002895138374,61,male,white,not hispanic,graduate,"$50,000 to $59,999",1,middle class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",liberal,inter-nondenominational,yes,NA,a great deal
p07810,2022,8,0.5801541833836908,47,male,white,"mexican, mexican american, chicano/a",graduate,"$170,000 or over",NA,upper class,northeast,NA,strong democrat,extremely liberal,none,no,NA,a great deal
p07811,2022,3375,0.4514796108942571,74,female,white,not hispanic,graduate,"$130,000 to $149,999",3,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,no,strong,only some
p07812,2022,682,0.9945290130062562,33,female,hispanic,"another hispanic, latino, or spanish origin",high school,"$1,000 to $2,999",5,working class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly conservative,none,yes,NA,NA
p07813,2024,2541,0.7496049565262626,38,male,white,not hispanic,high school,"$50,000 to $59,999",NA,working class,south,NA,not very strong democrat,slightly liberal,none,no,no religion,only some
p07814,2022,788,0.5655781242745602,37,male,white,not hispanic,graduate,"$170,000 or over",NA,middle class,south,central city of 12 largest smsas,"independent, close to republican",conservative,protestant,yes,NA,hardly any
p07815,2021,1157,3.0089410200165916,37,female,asian,not hispanic,high school,"$75,000 to $89,999",7,working class,south,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",muslim/islam,no,NA,a great deal
p07816,2024,323,0.797411588854179,38,male,hispanic,"another hispanic, latino, or spanish origin",high school,"$90,000 to $109,999",2,middle class,west,NA,"independent (neither, no response)",slightly liberal,other,yes,strong,NA
p07817,2018,661,0.45884936159063794,63,male,white,not hispanic,high school,"$15,000 to $17,499",1,working class,south,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,protestant,yes,not very strong,only some
p07818,2024,1527,0.5858650833426554,69,female,white,not hispanic,graduate,"$110,000 to $129,999",2,middle class,northeast,NA,not very strong republican,slightly conservative,catholic,no,NA,a great deal
p07819,2024,2500,0.45335657076965563,70,male,white,not hispanic,graduate,"$50,000 to $59,999",2,working class,south,NA,not very strong republican,"moderate, middle of the road",protestant,yes,NA,a great deal
p07820,2024,327,0.8059678044272056,69,female,white,not hispanic,graduate,"$75,000 to $89,999",NA,working class,west,NA,strong democrat,slightly liberal,none,no,no religion,a great deal
p07821,2022,277,0.37368155618693755,57,male,white,not hispanic,graduate,"$170,000 or over",NA,upper class,west,central city of 12 largest smsas,strong republican,slightly conservative,protestant,yes,NA,a great deal
p07822,2021,3151,0.9213393581190246,55,female,white,not hispanic,graduate,"$170,000 or over",4,middle class,northeast,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,protestant,NA,NA,NA
p07823,2021,3646,0.31884579408123315,66,female,white,not hispanic,bachelor's,"$50,000 to $59,999",1,middle class,northeast,suburbs of the remaining 100 largest smsas,strong republican,conservative,catholic,NA,NA,NA
p07824,2018,261,0.91728944006950075,69,female,white,not hispanic,bachelor's,"$150,000 to $169,999",2,middle class,midwest,suburbs of 12 largest smsas,strong democrat,liberal,catholic,no,not very strong,NA
p07825,2024,3103,0.26363826854897787,82,female,white,not hispanic,high school,"$30,000 to $34,999",1,middle class,midwest,NA,strong republican,conservative,protestant,yes,NA,NA
p07826,2022,3031,0.8608956544480362,24,female,white,not hispanic,high school,"$15,000 to $17,499",NA,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",liberal,protestant,yes,NA,only some
p07827,2022,3328,0.3045205783516156,45,male,white,not hispanic,high school,"$17,500 to $19,999",NA,working class,midwest,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",none,no,no religion,hardly any
p07828,2022,2814,0.6970112453400362,33,male,white,not hispanic,associate/junior college,"$75,000 to $89,999",2,working class,midwest,"other rural (counties having no towns of 10,000 or more)",strong democrat,liberal,muslim/islam,no,NA,NA
p07829,2021,168,0.5922933393372974,62,male,white,not hispanic,high school,"$60,000 to $74,999",2,middle class,west,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,none,NA,NA,NA
p07830,2018,1977,0.35243216413723744,36,male,black or african american,not hispanic,associate/junior college,"$30,000 to $34,999",2,working class,west,central city of the remainder of the 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,yes,strong,only some
p07831,2022,1646,0.30020159832028376,55,female,black or african american,not hispanic,bachelor's,"$170,000 or over",NA,upper class,south,suburbs of the remaining 100 largest smsas,"independent, close to democrat",extremely liberal,catholic,no,not very strong,NA
p07832,2024,3175,0.8642080042885392,55,male,american indian or alaska native,not hispanic,less than high school,"$15,000 to $17,499",NA,lower class,midwest,NA,other party,"moderate, middle of the road",native american,no,NA,only some
p07833,2021,638,1.0681416034446445,69,male,white,not hispanic,high school,"$15,000 to $17,499",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,liberal,protestant,no,NA,a great deal
p07834,2021,4246,0.4827867054708521,60,female,white,not hispanic,bachelor's,"$75,000 to $89,999",2,middle class,south,central city of the remainder of the 100 largest smsas,strong democrat,liberal,catholic,no,NA,a great deal
p07835,2022,1731,0.5828110376983968,64,male,white,"mexican, mexican american, chicano/a",associate/junior college,"$90,000 to $109,999",2,working class,south,suburbs of the remaining 100 largest smsas,strong republican,conservative,christian,yes,NA,hardly any
p07836,2018,2346,1.3429668225211013,67,female,white,not hispanic,high school,"$90,000 to $109,999",2,middle class,northeast,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",jewish,no,not very strong,only some
p07837,2018,968,0.3540346302545259,40,male,black or african american,not hispanic,high school,"$50,000 to $59,999",1,working class,south,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,strong,NA
p07838,2021,4422,0.9074600526044078,29,female,white,not hispanic,associate/junior college,"$20,000 to $22,499",NA,middle class,south,central city of the remainder of the 100 largest smsas,not very strong republican,conservative,protestant,yes,NA,a great deal
p07839,2021,525,0.5307179273193706,67,female,white,not hispanic,high school,"$60,000 to $74,999",1,working class,south,"other rural (counties having no towns of 10,000 or more)",not very strong republican,conservative,protestant,NA,NA,NA
p07840,2018,2193,0.2522885622445494,30,female,white,"another hispanic, latino, or spanish origin",bachelor's,"$12,500 to $14,999",1,lower class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,NA,not very strong,NA
p07841,2018,498,0.49048608089797774,66,female,white,not hispanic,less than high school,"$3,000 to $3,999",1,lower class,south,central city of 12 largest smsas,"independent (neither, no response)",liberal,catholic,no,not very strong,only some
p07842,2021,827,0.4713354928283275,51,female,white,not hispanic,high school,"$10,000 to $12,499",1,lower class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,extremely conservative,catholic,yes,NA,a great deal
p07843,2022,2705,0.3853776866025104,40,female,white,not hispanic,graduate,"$110,000 to $129,999",4,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",slightly liberal,protestant,yes,NA,NA
p07844,2021,1787,0.3338652267973793,61,male,black or african american,not hispanic,bachelor's,"$75,000 to $89,999",1,middle class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",none,yes,NA,a great deal
p07845,2021,3808,0.6248520961207991,50,female,black or african american,not hispanic,graduate,"$75,000 to $89,999",2,middle class,south,suburbs of the remaining 100 largest smsas,strong democrat,slightly conservative,protestant,yes,NA,only some
p07846,2018,2319,0.40763258277957165,52,female,white,not hispanic,high school,"$50,000 to $59,999",1,lower class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)",slightly conservative,none,no,no religion,only some
p07847,2024,2709,0.8182223528830559,43,male,white,not hispanic,high school,"$60,000 to $74,999",1,working class,midwest,NA,"independent, close to democrat",liberal,none,no,NA,NA
p07848,2022,3128,0.5560740377103518,68,male,white,not hispanic,bachelor's,"$110,000 to $129,999",NA,middle class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,no religion,a great deal
p07849,2024,2440,0.21684961267848052,54,female,white,not hispanic,high school,"$1,000 to $2,999",2,lower class,south,NA,"independent (neither, no response)",liberal,none,yes,NA,only some
p07850,2021,1612,0.7898895320628425,49,female,white,not hispanic,less than high school,"$1,000 to $2,999",1,lower class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",christian,NA,NA,NA
p07851,2022,336,0.7553939727190978,39,female,white,not hispanic,high school,"$50,000 to $59,999",3,working class,west,suburbs of the remaining 100 largest smsas,strong democrat,extremely liberal,catholic,yes,NA,a great deal
p07852,2022,3525,0.8932836028549559,29,female,white,not hispanic,high school,"$75,000 to $89,999",NA,working class,northeast,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)",slightly liberal,none,no,NA,NA
p07853,2022,761,0.7048408704468745,25,female,white,not hispanic,graduate,"$130,000 to $149,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,yes,NA,NA
p07854,2024,2526,1.1582120698080405,34,female,black or african american,not hispanic,high school,"$30,000 to $34,999",NA,lower class,south,NA,not very strong democrat,"moderate, middle of the road",protestant,yes,strong,a great deal
p07855,2022,3215,0.4098429438843767,28,male,white,not hispanic,high school,"$40,000 to $49,999",NA,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican","moderate, middle of the road",none,no,no religion,hardly any
p07856,2022,2146,0.5927472419879651,54,male,black or african american,not hispanic,high school,"$130,000 to $149,999",2,working class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,no,NA,a great deal
p07857,2024,3112,0.6466647206929074,30,male,white,"mexican, mexican american, chicano/a",high school,"$60,000 to $74,999",NA,middle class,midwest,NA,not very strong democrat,slightly liberal,catholic,no,NA,only some
p07858,2021,1402,1.051445192068298,60,female,white,not hispanic,associate/junior college,"$35,000 to $39,999",3,working class,south,"other rural (counties having no towns of 10,000 or more)",strong democrat,slightly liberal,none,yes,NA,only some
p07859,2018,915,0.6206022182441975,35,male,white,not hispanic,high school,"$50,000 to $59,999",1,working class,midwest,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,NA
p07860,2021,1420,1.0569567807270752,53,female,white,puerto rican,bachelor's,"$170,000 or over",5,middle class,south,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,NA,NA,NA
p07861,2021,1908,0.22951728878891295,73,female,white,not hispanic,bachelor's,"$40,000 to $49,999",1,middle class,west,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,protestant,no,NA,only some
p07862,2022,1022,0.8646430924702562,70,female,black or african american,not hispanic,high school,"$30,000 to $34,999",NA,working class,south,central city of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,NA,NA
p07863,2021,2021,0.4713354928283275,54,female,white,not hispanic,high school,"$3,000 to $3,999",1,lower class,midwest,"other rural (counties having no towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",protestant,yes,NA,a great deal
p07864,2018,463,0.9560369544737197,43,male,white,not hispanic,associate/junior college,"$150,000 to $169,999",2,middle class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,a great deal
p07865,2022,800,0.9349530058991639,55,female,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,south,suburbs of 12 largest smsas,not very strong republican,"moderate, middle of the road",catholic,no,NA,only some
p07866,2022,387,0.2625212875572349,71,male,white,not hispanic,high school,"$25,000 to $29,999",NA,middle class,midwest,suburbs of 12 largest smsas,"independent, close to republican",slightly conservative,catholic,no,somewhat strong (vol.),a great deal
p07867,2018,331,0.5648993745339291,42,male,white,not hispanic,associate/junior college,"$35,000 to $39,999",2,middle class,south,central city of 12 largest smsas,strong democrat,liberal,protestant,yes,strong,only some
p07868,2021,336,0.518493944885783,24,male,white,not hispanic,bachelor's,"$40,000 to $49,999",1,working class,midwest,suburbs of the remaining 100 largest smsas,strong democrat,extremely liberal,none,NA,NA,NA
p07869,2024,1617,0.5035106787434562,28,male,asian,not hispanic,bachelor's,"$25,000 to $29,999",NA,lower class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p07870,2022,965,0.6233020039327763,57,female,white,not hispanic,graduate,"$60,000 to $74,999",NA,middle class,south,central city of 12 largest smsas,strong democrat,conservative,protestant,no,not very strong,only some
p07871,2024,1812,0.48228308020728494,58,female,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,south,NA,strong republican,conservative,christian,yes,NA,only some
p07872,2021,1004,1.0768161246958037,64,female,white,puerto rican,high school,"$75,000 to $89,999",3,middle class,northeast,central city of 12 largest smsas,not very strong republican,slightly conservative,catholic,no,NA,only some
p07873,2021,1872,0.9516280932678636,72,female,white,not hispanic,high school,"$30,000 to $34,999",2,lower class,midwest,"other rural (counties having no towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",catholic,no,NA,only some
p07874,2021,2172,1.2013937703834954,29,male,white,"another hispanic, latino, or spanish origin",bachelor's,"$90,000 to $109,999",2,working class,south,central city of 12 largest smsas,"independent, close to democrat",liberal,catholic,NA,NA,NA
p07875,2024,1610,0.5039585236619204,48,female,white,not hispanic,high school,"$60,000 to $74,999",2,middle class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",protestant,no,NA,NA
p07876,2024,3000,0.7013284416638639,39,female,american indian or alaska native,"mexican, mexican american, chicano/a",high school,"$50,000 to $59,999",3,lower class,west,NA,other party,slightly liberal,none,no,NA,NA
p07877,2018,822,1.0719807761756073,64,male,black or african american,not hispanic,high school,"$50,000 to $59,999",2,middle class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,no,strong,a great deal
p07878,2021,3251,0.6704391155589798,62,male,white,not hispanic,graduate,"$60,000 to $74,999",2,middle class,south,suburbs of 12 largest smsas,strong republican,conservative,protestant,yes,NA,only some
p07879,2022,153,0.7234951513815182,70,male,white,not hispanic,bachelor's,"$75,000 to $89,999",6,middle class,northeast,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",jewish,no,NA,a great deal
p07880,2021,1289,0.6274703293132825,40,female,black or african american,not hispanic,graduate,"$150,000 to $169,999",2,middle class,south,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,protestant,NA,NA,NA
p07881,2021,2008,1.0982816569399,43,female,white,not hispanic,high school,"$40,000 to $49,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",other,NA,NA,NA
p07882,2024,3211,0.1754928931633401,73,female,black or african american,not hispanic,less than high school,"$8,000 to $9,999",2,middle class,south,NA,"independent, close to democrat",extremely conservative,protestant,yes,strong,only some
p07883,2024,144,0.7355136069662116,53,male,white,not hispanic,bachelor's,"$170,000 or over",4,middle class,northeast,NA,not very strong democrat,"moderate, middle of the road",none,no,NA,NA
p07884,2021,1770,1.237916267711095,40,male,white,not hispanic,high school,"$75,000 to $89,999",5,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,christian,yes,NA,a great deal
p07885,2021,4249,0.5423562891392799,75,male,white,not hispanic,graduate,"$170,000 or over",2,middle class,midwest,central city of the remainder of the 100 largest smsas,not very strong democrat,liberal,protestant,NA,NA,NA
p07886,2021,2607,0.8576578290091597,42,male,black or african american,not hispanic,high school,"$40,000 to $49,999",1,working class,west,central city of the remainder of the 100 largest smsas,not very strong democrat,liberal,none,yes,NA,only some
p07887,2022,1839,0.24822491912668657,68,female,white,not hispanic,high school,"$12,500 to $14,999",1,working class,west,central city of the remainder of the 100 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,no,NA,NA
p07888,2022,2454,0.6929725166152199,64,female,black or african american,not hispanic,less than high school,"$17,500 to $19,999",3,lower class,south,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,only some
p07889,2021,4156,0.5716129983920858,27,male,white,not hispanic,bachelor's,"$25,000 to $29,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,protestant,yes,NA,only some
p07890,2021,3615,0.4608744794247362,47,female,white,not hispanic,high school,"$10,000 to $12,499",2,working class,west,suburbs of the remaining 100 largest smsas,not very strong republican,conservative,protestant,no,NA,a great deal
p07891,2024,3227,0.465188607333835,50,female,black or african american,not hispanic,high school,"$22,500 to $24,999",NA,middle class,south,NA,strong democrat,"moderate, middle of the road",protestant,yes,strong,hardly any
p07892,2024,2135,0.48779406882922527,65,female,asian,not hispanic,associate/junior college,"$50,000 to $59,999",1,working class,west,NA,not very strong republican,conservative,protestant,yes,NA,NA
p07893,2021,531,0.9655734109417042,64,female,white,not hispanic,graduate,"$110,000 to $129,999",4,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,protestant,NA,NA,NA
p07894,2021,3169,0.62856015479589,74,male,white,not hispanic,high school,"$90,000 to $109,999",1,middle class,northeast,suburbs of the remaining 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,yes,NA,only some
p07895,2021,1407,0.47436045738342,68,female,white,not hispanic,associate/junior college,"$10,000 to $12,499",1,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",none,NA,NA,NA
p07896,2021,1763,0.8605578443401577,74,female,white,not hispanic,high school,"$60,000 to $74,999",2,working class,midwest,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,protestant,NA,NA,NA
p07897,2022,463,0.45913344008513857,33,female,white,not hispanic,high school,"$110,000 to $129,999",7,working class,south,suburbs of 12 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,no,not very strong,a great deal
p07898,2021,2119,0.9098995487127947,51,male,white,not hispanic,bachelor's,"$170,000 or over",4,middle class,south,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,NA,NA,NA
p07899,2022,569,0.40844905088265376,24,male,white,not hispanic,high school,"$1,000 to $2,999",1,working class,northeast,suburbs of 12 largest smsas,other party,slightly liberal,protestant,no,NA,a great deal
p07900,2021,2931,0.5804820794178019,28,male,white,not hispanic,graduate,"$30,000 to $34,999",1,middle class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",extremely liberal,none,no,NA,only some
p07901,2018,510,0.8885875558244138,33,female,black or african american,not hispanic,bachelor's,"$150,000 to $169,999",4,middle class,south,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,yes,strong,only some
p07902,2021,3117,0.5648392346765554,40,female,white,not hispanic,graduate,"$170,000 or over",4,upper class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,NA,NA,NA
p07903,2018,1765,0.5032851494541208,64,male,white,not hispanic,less than high school,"$50,000 to $59,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,protestant,no,strong,only some
p07904,2021,2703,0.30756914070425434,75,female,black or african american,not hispanic,bachelor's,"$30,000 to $34,999",1,working class,west,"other urban (counties having towns of 10,000 or more)",other party,"moderate, middle of the road",none,no,NA,a great deal
p07905,2024,2097,0.7502381350437587,56,female,white,not hispanic,graduate,"$170,000 or over",NA,upper class,south,NA,not very strong democrat,slightly liberal,catholic,no,not very strong,NA
p07906,2021,3293,1.0568122144468455,57,female,black or african american,not hispanic,high school,"$75,000 to $89,999",2,working class,south,suburbs of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,NA,hardly any
p07907,2018,188,1.1266102219891236,46,male,asian,not hispanic,bachelor's,"$110,000 to $129,999",2,working class,west,central city of 12 largest smsas,not very strong democrat,slightly liberal,catholic,no,not very strong,NA
p07908,2021,4240,1.1700620763175977,54,male,white,not hispanic,high school,"$60,000 to $74,999",3,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,NA,NA,NA
p07909,2018,1538,0.439961207049403,32,female,black or african american,not hispanic,less than high school,"under $1,000",3,working class,south,"other urban (counties having towns of 10,000 or more)",strong republican,slightly liberal,none,yes,no religion,hardly any
p07910,2018,492,1.1635112862816135,72,male,white,not hispanic,graduate,"$170,000 or over",2,upper class,south,central city of 12 largest smsas,strong democrat,extremely liberal,protestant,no,not very strong,a great deal
p07911,2021,4355,1.0375549220868445,77,male,white,not hispanic,high school,"$25,000 to $29,999",2,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican",slightly conservative,protestant,yes,NA,only some
p07912,2024,2569,0.27183112556925076,70,male,american indian or alaska native,not hispanic,high school,"$30,000 to $34,999",NA,middle class,midwest,NA,"independent, close to republican","moderate, middle of the road",protestant,yes,not very strong,only some
p07913,2018,1168,0.6883944523139242,63,male,white,not hispanic,high school,"$75,000 to $89,999",2,working class,west,suburbs of the remaining 100 largest smsas,not very strong democrat,conservative,catholic,no,not very strong,only some
p07914,2018,521,0.9119022275278817,68,male,white,not hispanic,bachelor's,"$75,000 to $89,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,protestant,yes,strong,a great deal
p07915,2018,2236,0.5361279799230524,70,male,white,not hispanic,high school,"$22,500 to $24,999",1,lower class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,extremely conservative,protestant,yes,somewhat strong (vol.),only some
p07916,2024,3287,0.3281002261686391,83,male,white,not hispanic,high school,"$60,000 to $74,999",NA,middle class,northeast,NA,strong democrat,"moderate, middle of the road",catholic,no,NA,NA
p07917,2022,2144,0.5867443433766854,69,male,white,not hispanic,high school,"$22,500 to $24,999",NA,lower class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,"moderate, middle of the road",protestant,yes,strong,hardly any
p07918,2022,340,0.28388004248463794,30,female,some other race,"mexican, mexican american, chicano/a",high school,"$22,500 to $24,999",3,lower class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",extremely conservative,catholic,yes,NA,hardly any
p07919,2021,3521,1.3124958954561887,65,female,white,not hispanic,less than high school,"$170,000 or over",2,middle class,northeast,suburbs of the remaining 100 largest smsas,strong democrat,slightly liberal,protestant,no,NA,a great deal
p07920,2018,599,0.3346547088341202,53,female,black or african american,not hispanic,graduate,"$170,000 or over",1,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,none,no,no religion,only some
p07921,2022,922,0.4746014276573041,44,female,black or african american,not hispanic,bachelor's,"$130,000 to $149,999",2,working class,south,central city of 12 largest smsas,strong democrat,conservative,protestant,yes,strong,only some
p07922,2021,4350,0.5648392346765554,35,female,white,not hispanic,graduate,"$130,000 to $149,999",3,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",catholic,no,NA,a great deal
p07923,2024,2055,0.6027791638392386,32,male,white,not hispanic,high school,"$90,000 to $109,999",NA,working class,midwest,NA,strong republican,slightly conservative,none,no,NA,only some
p07924,2021,2621,0.4902775680317177,62,female,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,west,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,no,NA,a great deal
p07925,2022,1878,0.24569679237653655,77,female,white,not hispanic,high school,"$30,000 to $34,999",NA,middle class,midwest,suburbs of the remaining 100 largest smsas,strong republican,conservative,protestant,yes,strong,only some
p07926,2021,2275,0.4467776744490067,74,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",1,middle class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,NA,hardly any
p07927,2021,422,0.6359386374064877,37,male,white,not hispanic,graduate,"$90,000 to $109,999",3,middle class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,NA,NA,NA
p07928,2022,259,0.22853129967055016,81,female,black or african american,not hispanic,bachelor's,"$50,000 to $59,999",1,working class,west,suburbs of 12 largest smsas,strong democrat,liberal,none,no,no religion,a great deal
p07929,2018,1906,1.2081077841369787,33,male,black or african american,not hispanic,high school,"$60,000 to $74,999",5,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,yes,strong,NA
p07930,2022,2509,0.24414975133755504,62,male,white,not hispanic,graduate,"$170,000 or over",NA,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,protestant,yes,NA,a great deal
p07931,2022,2849,0.5610742839209699,86,male,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,yes,strong,a great deal
p07932,2021,1205,1.749731388602816,58,male,white,not hispanic,high school,"$170,000 or over",3,middle class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,slightly conservative,protestant,no,NA,a great deal
p07933,2024,2851,0.7248040895689829,36,female,white,"mexican, mexican american, chicano/a",high school,"$30,000 to $34,999",4,working class,west,NA,"independent, close to democrat","moderate, middle of the road",catholic,no,not very strong,NA
p07934,2024,503,0.35098083091078974,30,female,white,not hispanic,less than high school,"under $1,000",1,lower class,south,NA,"independent (neither, no response)","moderate, middle of the road",catholic,no,not very strong,only some
p07935,2018,2029,1.127604669301698,41,female,white,not hispanic,associate/junior college,"$20,000 to $22,499",3,working class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,only some
p07936,2022,503,0.34241034722673463,29,female,black or african american,not hispanic,high school,"$40,000 to $49,999",2,working class,south,suburbs of the remaining 100 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,no,not very strong,only some
p07937,2021,1588,0.4294239611652893,71,female,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,no,NA,only some
p07938,2021,764,1.3801313926485144,47,male,white,not hispanic,high school,"$22,500 to $24,999",2,working class,west,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",extremely liberal,none,no,NA,a great deal
p07939,2021,2496,0.8429853609245311,38,female,white,"mexican, mexican american, chicano/a",bachelor's,"$170,000 or over",NA,working class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly conservative,catholic,no,NA,a great deal
p07940,2022,1790,0.28262593501113076,58,female,white,not hispanic,high school,"$130,000 to $149,999",1,middle class,midwest,central city of the remainder of the 100 largest smsas,not very strong democrat,slightly liberal,protestant,no,somewhat strong (vol.),a great deal
p07941,2024,2125,1.3691632701906207,23,female,white,not hispanic,high school,"$170,000 or over",NA,working class,south,NA,not very strong republican,"moderate, middle of the road",protestant,yes,strong,NA
p07942,2021,2177,0.27338753593576604,63,female,white,not hispanic,bachelor's,"$60,000 to $74,999",1,middle class,south,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p07943,2021,2546,0.573603214769629,39,female,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,west,"other urban (counties having towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",protestant,no,NA,a great deal
p07944,2022,813,0.2880639482923966,33,female,white,not hispanic,high school,"$40,000 to $49,999",NA,working class,south,suburbs of 12 largest smsas,"independent (neither, no response)",liberal,none,no,NA,NA
